-0.412650 2.502500 0.337300
-0.397650 2.157500 0.467300
-0.472650 2.267500 0.217300
-0.347650 2.407500 0.667500
-0.172650 2.052500 0.647500
-0.147650 2.277500 0.777500
0.002370 2.092500 0.607500
-0.017630 2.267500 0.707500
0.127350 2.202500 0.497300
0.117350 2.342500 0.577500
0.132350 2.462500 0.327300
0.142350 2.327500 0.292300
0.012370 2.547500 0.097300
0.112350 2.362500 0.032315
-0.032630 2.417500 -0.122700
-0.062650 2.557500 0.032315
0.217350 2.162500 0.247300
0.142350 1.992500 0.427300
0.002370 1.892500 0.502500
-0.242650 1.847500 0.527500
-0.492650 1.972500 0.372300
-0.577500 2.122500 0.132300
-0.297650 2.567500 0.097300
-0.407650 2.327500 -0.042685
-0.567500 2.177500 -0.167700
-0.342650 2.367500 -0.142700
-0.482650 2.207500 -0.322700
-0.247650 2.257500 -0.362700
-0.197650 2.402500 -0.157700
-0.142650 2.582500 0.047315
0.042370 2.337500 -0.222700
0.167350 2.317500 -0.072700
0.297350 2.232500 -0.012685
0.132350 2.247500 -0.367700
0.182350 2.272500 -0.267700
0.322350 2.197500 -0.377700
0.337350 2.237500 -0.192700
0.702500 2.102500 -0.117700
0.647500 2.072500 0.067300
0.617500 1.967500 0.222300
0.337350 1.752500 0.497300
-0.112650 2.472500 0.257300
0.007370 2.412500 0.452300
-0.167650 2.432500 0.482300
0.007370 2.337500 0.632500
-0.127650 2.332500 0.722500
-0.382650 2.512500 0.382300
-0.297650 2.532500 0.287300
0.617500 1.777500 0.367300
0.302350 1.577500 0.587500
0.512500 1.587500 0.527500
0.682500 1.492500 0.517500
0.487350 1.352500 0.642500
0.262350 1.377500 0.677500
0.012370 1.552500 0.632500
-0.142650 1.672500 0.592500
-0.357650 1.642500 0.587500
0.032370 1.292500 0.717500
-0.312650 1.452500 0.667500
-0.257650 1.192500 0.747500
-0.482650 1.197500 0.717500
-0.592500 1.347500 0.657500
-0.547500 1.532500 0.592500
-0.687500 1.432500 0.597500
-0.757500 1.672500 0.422300
-0.517500 1.712500 0.512500
-0.892500 1.802500 0.222300
-0.897500 1.857500 0.062300
-0.682500 2.082500 -0.092700
-0.887500 1.897500 -0.112700
-0.857500 1.927500 -0.272700
-0.677500 2.092500 -0.237700
-0.787500 1.927500 -0.457700
-0.557500 1.922500 -0.627500
-0.277650 2.147500 -0.487700
-0.352650 1.962500 -0.612500
-0.067650 2.057500 -0.552500
0.187350 2.147500 -0.487700
0.482350 2.107500 -0.452700
0.747500 2.062500 -0.297700
0.947500 1.997500 -0.142700
0.887500 2.037500 0.007315
0.832500 1.987500 0.187300
0.877500 1.862500 0.307300
0.777500 1.647500 0.417300
0.937500 1.972500 0.152300
1.042500 1.932500 0.032315
1.037500 1.897500 0.137300
1.007500 1.692500 0.312300
0.857500 1.532500 0.412300
0.702500 1.347500 0.552500
0.997500 1.432500 0.322300
0.847500 1.422500 0.392300
1.097500 1.527500 0.282300
1.177500 1.412500 0.202300
1.007500 1.262500 0.262300
0.812500 1.292500 0.307300
0.832500 1.082500 0.227300
0.817500 1.062500 0.312300
0.822500 0.927500 0.312300
0.797500 1.282500 0.452300
0.837500 0.967500 0.197300
1.122500 1.102500 0.187300
1.247500 1.202500 0.092300
0.852500 0.887500 0.132300
1.062500 1.022500 0.077300
1.092500 1.062500 -0.062700
1.282500 1.287500 -0.047685
1.232500 1.467500 0.112300
1.147500 1.707500 0.112300
1.132500 1.782500 -0.022685
0.992500 1.892500 -0.272700
0.812500 1.942500 -0.432700
0.652500 1.937500 -0.547500
1.242500 1.502500 0.032315
1.227500 1.532500 -0.087700
1.132500 1.442500 -0.362700
1.257500 1.357500 -0.157700
1.012500 1.612500 -0.432700
0.867500 1.632500 -0.507500
0.722500 1.667500 -0.622500
0.487350 1.697500 -0.727500
0.832500 0.872500 -0.147700
0.977500 1.062500 -0.257700
0.802500 1.042500 -0.342700
1.252500 1.287500 -0.167700
1.157500 1.302500 -0.337700
1.002500 1.272500 -0.442700
0.917500 1.177500 -0.417700
0.832500 1.192500 -0.387700
0.837500 1.382500 -0.427700
0.982500 1.467500 -0.452700
0.862500 1.502500 -0.462700
0.782500 1.427500 -0.557500
0.667500 1.492500 -0.687500
0.437350 1.552500 -0.777500
0.307350 1.902500 -0.697500
0.152350 1.917500 -0.682500
0.042370 1.937500 -0.637500
0.162350 1.762500 -0.762500
0.267350 1.752500 -0.777500
0.237350 1.582500 -0.812500
0.177350 1.572500 -0.812500
0.742500 1.222500 -0.607500
0.607500 1.227500 -0.772500
0.402350 1.277500 -0.832500
0.237350 1.322500 -0.842500
0.702500 0.872500 -0.597500
0.537500 0.917500 -0.757500
0.352350 0.967500 -0.832500
0.192350 1.012500 -0.857500
-0.062650 1.767500 -0.677500
-0.012630 1.752500 -0.697500
-0.002630 1.492500 -0.762500
0.037370 1.267500 -0.807500
0.062350 0.997500 -0.832500
-0.017630 0.982500 -0.822500
-0.067650 1.262500 -0.792500
-0.097650 1.462500 -0.757500
-0.127650 1.752500 -0.682500
-0.357650 1.707500 -0.742500
-0.352650 1.422500 -0.797500
-0.252650 1.207500 -0.812500
-0.187650 0.877500 -0.852500
-0.427650 1.037500 -0.812500
-0.367650 0.802500 -0.842500
-0.597500 0.942500 -0.722500
-0.532500 0.737500 -0.767500
-0.717500 0.827500 -0.472700
-0.812500 0.932500 -0.462700
-0.682500 1.167500 -0.707500
-0.507500 1.417500 -0.797500
-0.447650 1.692500 -0.757500
-0.627500 1.657500 -0.707500
-0.607500 1.472500 -0.757500
-0.852500 1.162500 -0.527500
-0.807500 1.307500 -0.622500
-0.822500 1.567500 -0.602500
-0.767500 0.802500 -0.097700
-0.557500 0.632500 -0.652500
-0.572500 0.392500 -0.447700
-0.667500 0.567500 -0.052700
-0.717500 0.617500 0.082300
-0.937500 1.172500 -0.327700
-0.932500 1.332500 -0.492700
-1.047500 1.332500 -0.382700
-0.982500 1.592500 -0.467700
-1.062500 1.702500 -0.317700
-0.972500 1.817500 -0.307700
-1.022500 1.792500 -0.132700
-1.147500 1.647500 -0.122700
-1.122500 1.552500 -0.307700
-1.082500 1.422500 -0.377700
-1.067500 1.742500 0.087300
-1.202500 1.592500 0.112300
-1.227500 1.422500 -0.057700
-1.187500 1.242500 -0.202700
-1.122500 1.167500 -0.257700
-1.052500 1.157500 -0.287700
-0.977500 1.037500 -0.237700
-0.832500 0.752500 -0.022685
-0.982500 0.877500 -0.152700
-1.067500 0.937500 -0.167700
-1.147500 0.967500 -0.122700
-1.207500 1.062500 -0.127700
-1.272500 1.217500 0.022315
-1.292500 1.337500 0.202300
-1.182500 1.452500 0.387300
-1.127500 1.632500 0.287300
-1.287500 1.037500 0.117300
-0.977500 0.797500 0.147300
