[	794	798	795	]
[	794	797	798	]
[	795	799	796	]
[	795	798	799	]
[	797	801	798	]
[	797	800	801	]
[	798	802	799	]
[	798	801	802	]
[	800	804	801	]
[	800	803	804	]
[	801	805	802	]
[	801	804	805	]
[	803	807	804	]
[	803	806	807	]
[	804	808	805	]
[	804	807	808	]
[	806	810	807	]
[	806	809	810	]
[	807	811	808	]
[	807	810	811	]
[	809	813	810	]
[	809	812	813	]
[	810	814	811	]
[	810	813	814	]
[	812	816	813	]
[	812	815	816	]
[	813	817	814	]
[	813	816	817	]
[	815	819	816	]
[	815	818	819	]
[	816	820	817	]
[	816	819	820	]
[	818	822	819	]
[	818	821	822	]
[	819	823	820	]
[	819	822	823	]
[	821	825	822	]
[	821	824	825	]
[	822	826	823	]
[	822	825	826	]
[	824	828	825	]
[	824	827	828	]
[	825	829	826	]
[	825	828	829	]
[	827	831	828	]
[	827	830	831	]
[	828	832	829	]
[	828	831	832	]
[	830	834	831	]
[	830	833	834	]
[	831	835	832	]
[	831	834	835	]
[	833	837	834	]
[	833	836	837	]
[	834	838	835	]
[	834	837	838	]
[	836	840	837	]
[	836	839	840	]
[	837	841	838	]
[	837	840	841	]
[	839	843	840	]
[	839	842	843	]
[	840	844	841	]
[	840	843	844	]
[	842	846	843	]
[	842	845	846	]
[	843	847	844	]
[	843	846	847	]
[	845	849	846	]
[	845	848	849	]
[	846	850	847	]
[	846	849	850	]
[	848	852	849	]
[	848	851	852	]
[	849	853	850	]
[	849	852	853	]
[	851	855	852	]
[	851	854	855	]
[	852	856	853	]
[	852	855	856	]
[	854	858	855	]
[	854	857	858	]
[	855	859	856	]
[	855	858	859	]
[	857	861	858	]
[	857	860	861	]
[	858	862	859	]
[	858	861	862	]
[	860	864	861	]
[	860	863	864	]
[	861	865	862	]
[	861	864	865	]
[	863	795	864	]
[	863	794	795	]
[	864	796	865	]
[	864	795	796	]
[	866	868	867	]
[	868	869	867	]
[	869	870	867	]
[	870	871	867	]
[	871	872	867	]
[	872	873	867	]
[	873	874	867	]
[	874	875	867	]
[	875	876	867	]
[	876	877	867	]
[	877	878	867	]
[	878	879	867	]
[	879	880	867	]
[	880	881	867	]
[	881	882	867	]
[	882	883	867	]
[	883	884	867	]
[	884	885	867	]
[	885	886	867	]
[	886	887	867	]
[	887	888	867	]
[	888	889	867	]
[	889	890	867	]
[	890	866	867	]
