0.0939515	0.71707	0.763038
0.0837365	0.711962	0.755376
0.0990591	0.742608	0.75793
0.0965053	0.686425	0.763038
0.219086	0.71707	0.763038
0.229301	0.711962	0.755376
0.216532	0.686425	0.763038
0.213978	0.742608	0.75793
0.180779	0.190995	0.591935
0.196102	0.190995	0.579167
0.16801	0.152688	0.586828
0.132258	0.190995	0.591935
0.145026	0.152688	0.586828
0.116935	0.190995	0.579167
0.211425	0.7375	0.763038
0.208871	0.719624	0.770699
0.203763	0.683871	0.770699
0.208871	0.658333	0.752823
0.198656	0.650672	0.755376
0.208871	0.632796	0.729839
0.213978	0.645564	0.729839
0.22164	0.645564	0.706855
0.219086	0.637903	0.699194
0.219086	0.683871	0.627688
0.236962	0.686425	0.643011
0.234409	0.694086	0.643011
0.219086	0.699194	0.627688
0.224194	0.714516	0.635349
0.24207	0.701747	0.648118
0.247177	0.704301	0.663441
0.229301	0.727285	0.660887
0.226747	0.722177	0.69664
0.236962	0.701747	0.704301
0.236962	0.69664	0.722177
0.229301	0.719624	0.724731
0.229301	0.722177	0.745161
0.216532	0.7375	0.755376
0.152689	0.734946	0.382527
0.16035	0.750269	0.397849
0.0913982	0.734946	0.390188
0.0811831	0.719624	0.346774
0.0786294	0.678764	0.321236
0.147581	0.699194	0.351882
0.116936	0.632796	0.321236
0.178226	0.653226	0.339113
0.18078	0.645565	0.339113
0.183334	0.604704	0.339113
0.122043	0.553629	0.336559
0.20121	0.584274	0.334005
0.231855	0.65578	0.336559
0.234409	0.678763	0.331452
0.226748	0.688978	0.32379
0.203764	0.7375	0.351882
0.229301	0.765591	0.397849
0.229301	0.763038	0.402957
0.147581	0.502554	0.339113
0.165457	0.502554	0.339113
0.183334	0.553629	0.336559
0.190995	0.568952	0.334005
0.231856	0.911156	0.0888441
0.219087	0.911156	0.0888441
0.231856	0.890726	0.122043
0.231856	0.946909	0.0735215
0.203764	0.946909	0.0735215
0.231856	0.969892	0.0837365
0.206318	0.975	0.0837365
0.211426	0.967339	0.10672
0.231856	0.962231	0.10672
0.231856	0.936694	0.127151
0.213979	0.936694	0.127151
0.229302	0.923925	0.152688
0.196103	0.944355	0.0939516
0.198657	0.921371	0.122043
0.203764	0.906048	0.132258
0.229302	0.877957	0.129704
0.208872	0.875403	0.198656
0.229302	0.854973	0.137366
0.226748	0.834543	0.190995
0.211425	0.829435	0.244624
0.226748	0.809005	0.226747
0.213979	0.79879	0.272715
0.226748	0.770699	0.239516
0.229302	0.745161	0.265054
0.213979	0.770699	0.308468
0.229301	0.732392	0.293145
0.226748	0.801344	0.328898
0.229302	0.824328	0.295699
0.226748	0.839651	0.275269
0.0837371	0.602151	0.0403224
0.0684145	0.602151	0.0403224
0.0811833	0.594489	0.06586
0.0837372	0.650672	0.0275536
0.0454307	0.650672	0.0275536
0.0556458	0.681317	0.0326611
0.0913985	0.688979	0.0326611
0.0913985	0.686425	0.0581988
0.0658608	0.683871	0.0581987
0.0862909	0.65578	0.0760751
0.0709683	0.65578	0.0760751
0.073522	0.640457	0.0939514
0.137366	0.405511	0.356989
0.119489	0.326344	0.374865
0.196102	0.341667	0.372312
0.173118	0.405511	0.356989
0.150134	0.175672	0.392742
0.206317	0.231855	0.397849
0.201209	0.175672	0.41828
0.155242	0.109274	0.420833
0.155242	0.101613	0.469355
0.221639	0.134812	0.456586
0.196102	0.104167	0.517876
0.114381	0.104167	0.517876
0.134811	0.101613	0.545968
0.178225	0.101613	0.545968
0.28293	0.374866	0.025
0.290592	0.413172	0.025
0.249732	0.420833	0.025
0.290592	0.425941	0.0352151
0.247178	0.431048	0.035215
0.252285	0.415726	0.0658602
0.285484	0.410618	0.0658602
0.280377	0.377419	0.0760753
0.257393	0.377419	0.0760753
0.270162	0.349328	0.0888441
0.257392	0.339113	0.408065
0.270161	0.326344	0.374866
0.24207	0.157796	0.377419
0.231855	0.139919	0.410618
0.2625	0.211425	0.410618
0.280376	0.254839	0.367204
0.0428763	0.0352152	0.0428761
0.0581989	0.0581991	0.0275536
0.0428763	0.0581991	0.0275536
0.0633065	0.101613	0.0352149
0.0428764	0.101613	0.0352148
0.0633065	0.119489	0.0530912
0.0428764	0.119489	0.0530912
0.0581989	0.0965055	0.0837364
0.0428763	0.0965055	0.0837363
0.0530913	0.0786292	0.0990589
0.0428763	0.0786292	0.0990589
0.055645	0.109274	0.203763
0.145026	0.0454302	0.586828
0.165456	0.0454301	0.586828
0.155241	0.0275538	0.645564
0.175671	0.0275538	0.645564
0.16801	0.025	0.699193
0.201209	0.025	0.699193
0.18844	0.0454301	0.755376
0.216532	0.0454301	0.755376
0.20887	0.0913978	0.796237
0.234408	0.0913978	0.796237
0.2293	0.155242	0.811559
0.257392	0.155242	0.811559
0.242069	0.219086	0.801344
0.259946	0.219086	0.801344
