0.28119508  -0.456942   -3.69068541    
0.78945518  -0.456942   -3.56362039    
1.29771178  -0.456942   -3.43655536    
1.95688576  -0.456942   -3.56362039    
2.56835852  -0.456942   -3.73838313    
2.97340246  -0.456942   -3.81775044    
3.33074517  -0.456942   -3.69068541    
4.09314587  -0.456942   -2.92829877    
4.75230228  -0.456942   -2.16590861    
5.36379613  -0.456942   -1.14939192    
5.61792619  -0.456942   -0.13287522    
5.79268893  -0.456942   0.88364148     
5.7688225   -0.456942   1.84464675     
5.6656239   -0.456942   2.55933216     
5.30826011  -0.456942   3.29786995     
4.90323374  -0.456942   3.75061511     
4.39497364  -0.456942   4.00474517     
3.83901582  -0.456942   4.15567663     
3.20368014  -0.456942   4.18731107     
2.56835852  -0.456942   4.15567663     
1.95688576  -0.456942   4.08411248     
1.39311775  -0.456942   3.93318102     
0.86100879  -0.456942   3.67905097     
0.28119508  -0.456942   3.42493497     
0.78173286  -0.36972583 -3.56362039    
1.28175044  -0.28198805 -3.43655536    
1.92516344  -0.1708949  -3.56362039    
2.52840422  -0.05978032 -3.73838313    
2.93351845  0.00353954  -3.81775044    
3.28285764  0.06740176  -3.69068541    
4.02949033  0.20239016  -2.92829877    
4.68070299  0.31348612  -2.16590861    
5.28449912  0.42460105  -1.14939192    
5.53057996  0.46404569  -0.13287522    
5.70527241  0.49597891  0.88364148     
5.68126538  0.49624605  1.84464675     
5.58639719  0.47234798  2.55933216     
5.22871705  0.41681547  3.29786995     
4.83191564  0.34516591  3.75061511     
4.3313884   0.25794798  4.00474517     
3.78337434  0.15461968  4.15567663     
3.15615817  0.04325589  4.18731107     
2.52840422  -0.05978032 4.15567663     
1.92516344  -0.1708949  4.08411248     
1.37717399  -0.26641757 3.93318102     
0.85317047  -0.36169069 3.67905097     
0.75776098  -0.29039402 -3.56362039    
1.23432337  -0.1155181  -3.43655536    
1.85365202  0.11463093  -3.56362039    
2.4252232   0.32114868  -3.73838313    
2.80678383  0.46438313  -3.81775044    
3.14006678  0.58346573  -3.69068541    
3.8627065   0.84525835  -2.92829877    
4.48203866  1.0675993   -2.16590861    
5.05413005  1.27412302  -1.14939192    
5.29240773  1.36156063  -0.13287522    
5.45908612  1.42500527  0.88364148     
5.43518453  1.41735325  1.84464675     
5.34017575  1.38570826  2.55933216     
5.00636204  1.25829877  3.29786995     
4.62534271  1.12339543  3.75061511     
4.1487522   0.94852021  4.00474517     
3.61662566  0.75834446  4.15567663     
3.02118805  0.53584183  4.18731107     
2.4252232   0.32114868  4.15567663     
1.85365202  0.11463093  4.08411248     
1.32932513  -0.07554692 3.93318102     
0.82940246  -0.25859402 3.67905097     
0.7182355   -0.20281336 -3.56362039    
1.15475923  0.05131529  -3.43655536    
1.72644991  0.37699824  -3.56362039    
2.25881195  0.68663972  -3.73838313    
2.60782074  0.88526186  -3.81775044    
2.91801757  1.06783831  -3.69068541    
3.57669596  1.44902988  -2.92829877    
4.14892794  1.77471705  -2.16590861    
4.68077329  2.08435501  -1.14939192    
4.89511424  2.21142004  -0.13287522    
5.05384886  2.29880141  0.88364148     
5.03029877  2.28297364  1.84464675     
4.9427768   2.23527241  2.55933216     
4.63311072  2.05269596  3.29786995     
4.28358524  1.85407733  3.75061511     
3.83922671  1.59994728  4.00474517     
3.35453779  1.32196485  4.15567663     
2.80641476  1.0043058   4.18731107     
2.25881195  0.68663972  4.15567663     
1.72644991  0.37699824  4.08411248     
1.24226714  0.09901828  3.93318102     
0.78165905  -0.17093954 3.67905097     
0.67054482  -0.1312812  -3.56362039    
1.05937083  0.19438172  -3.43655536    
1.55979613  0.61492794  -3.56362039    
2.02857996  1.01217926  -3.73838313    
2.3379754   1.27405975  -3.81775044    
2.61624253  1.49650615  -3.69068541    
3.19558172  1.98916696  -2.92829877    
3.70383128  2.41804218  -2.16590861    
4.17258348  2.80696309  -1.14939192    
4.36309315  2.96563093  -0.13287522    
4.49834798  3.08518102  0.88364148     
4.48249561  3.0688471   1.84464675     
