[   6   0   8               ]
[   1   7   9               ]
[   2   10  8   0           ]
[   9   11  3   1           ]
[   12  2   10              ]
[   3   13  11              ]
[   14  4   6   16          ]
[   7   5   15  17          ]
[   16  6   8   18          ]
[   9   7   17  19          ]
[   18  8   10  20          ]
[   11  9   19  21          ]
[   20  10  12  22          ]
[   13  11  21  23          ]
[   24  14  16  26          ]
[   17  15  25  27          ]
[   26  16  18  28          ]
[   19  17  27  29          ]
[   28  18  20  30          ]
[   21  19  29  31          ]
[   30  20  22  32          ]
[   23  21  31  33          ]
[   34  24  26  36          ]
[   27  25  35  37          ]
[   36  26  28  38          ]
[   29  27  37  39          ]
[   38  28  30  40          ]
[   31  29  39  41          ]
[   40  30  32  42          ]
[   33  31  41  43          ]
[   44  34  36  46          ]
[   37  35  45  47          ]
[   46  36  38  48          ]
[   39  37  47  49          ]
[   48  38  40  50          ]
[   41  39  49  51          ]
[   50  40  42  52          ]
[   43  41  51  53          ]
[   54  44  46  56          ]
[   47  45  55  57          ]
[   56  46  48  58          ]
[   49  47  57  59          ]
[   58  48  50  60          ]
[   51  49  59  61          ]
[   60  50  52  62          ]
[   53  51  61  63          ]
[   66  64  54  56  58      ]
[   59  57  55  65  67      ]
[   70  68  66  58  60      ]
[   59  67  69  71  61      ]
[   70  60  62  72          ]
[   63  61  71  73          ]
[   74  64  66  76          ]
[   67  65  75  77          ]
[   76  66  68  78          ]
[   69  67  77  79          ]
[   82  80  78  68  70      ]
[   69  79  81  83  71      ]
[   82  70  72  84          ]
[   73  71  83  85          ]
[   90  78  80  92          ]
[   81  79  91  93          ]
[   92  80  82  104 102     ]
[   105 83  81  93  103     ]
[   104 82  84  106         ]
[   85  83  105 107         ]
[   100 90  92  102         ]
[   93  91  101 103         ]
[   108 100 102 110         ]
[   103 101 109 111         ]
[   110 102 104 106 112     ]
[   107 105 103 111 113     ]
[   114 108 110 112 116     ]
[   113 111 109 115 117     ]
[   118 114 116 120         ]
[   117 115 119 121         ]
[   124 118 120             ]
[   119 125 121             ]
[   122 118 124             ]
[   119 123 125             ]
[   122 94  96  118         ]
[   97  95  123 119         ]
[   96  94  98              ]
[   95  97  99              ]
[   98  94  86  88          ]
[   87  95  99  89          ]
[   86  74  76  88          ]
[   77  75  87  89          ]
[   64  156 54              ]
[   157 65  55              ]
[   162 161 160 164         ]
[   165 160 161 163         ]
[   162 164 166             ]
[   165 163 167             ]
[   166 164 168 170         ]
[   169 165 167 171         ]
[   170 168 176 172         ]
[   177 169 171 173         ]
[   172 176 178 124 174     ]
[   125 179 177 173 175     ]
[   124 178 180 122         ]
[   181 179 125 123         ]
[   122 180 94              ]
[   181 123 95              ]
[   193 182 183 194         ]
[   184 182 193 195         ]
[   194 183 185 196         ]
[   186 184 195 197         ]
[   196 185 187 198         ]
[   188 186 197 199         ]
[   198 187 189 200         ]
[   190 188 199 201         ]
[   200 189 191 202         ]
[   192 190 201 203         ]
[   212 193 194 213         ]
[   195 193 212 214         ]
[   215 213 194             ]
[   214 216 195             ]
[   215 194 196 204         ]
[   197 195 216 205         ]
[   204 196 198 206         ]
[   199 197 205 207         ]
[   206 198 200 208         ]
[   201 199 207 209         ]
[   208 200 202 210         ]
[   203 201 209 211         ]
[   217 215 204             ]
[   216 218 205             ]
[   221 217 204             ]
[   218 222 205             ]
[   221 204 206 223         ]
[   207 205 222 224         ]
[   223 206 208 225         ]
[   209 207 224 226         ]
[   225 208 210 180         ]
[   211 209 226 181         ]
[   227 212 213             ]
[   212 227 214             ]
[   215 227 213             ]
[   227 216 214             ]
[   219 227 215 217         ]
[   216 227 220 218         ]
[   270 227 219 260         ]
[   220 227 270 261         ]
[   250 260 219             ]
[   261 251 220             ]
[   250 219 228             ]
[   220 251 229             ]
[   228 219 221             ]
[   220 229 222             ]
[   240 250 228             ]
[   251 241 229             ]
[   230 240 228             ]
[   241 231 229             ]
[   230 228 221 223         ]
[   222 229 231 224         ]
[   232 230 223             ]
[   231 233 224             ]
[   234 232 223             ]
[   233 235 224             ]
[   236 234 223             ]
[   235 237 224             ]
[   236 223 225 238         ]
[   226 224 237 239         ]
[   238 225 180 178         ]
[   181 226 239 179         ]
[   240 230 232 242         ]
[   233 231 241 243         ]
[   242 232 234 244         ]
[   235 233 243 245         ]
[   244 234 236 246         ]
[   237 235 245 247         ]
[   246 236 238 248         ]
[   239 237 247 249         ]
[   248 238 178 176         ]
[   179 239 249 177         ]
[   250 240 242 252         ]
[   243 241 251 253         ]
[   252 242 244 254         ]
[   245 243 253 255         ]
[   254 244 246 256         ]
[   247 245 255 257         ]
[   256 246 248 258         ]
[   249 247 257 259         ]
[   258 248 176 168         ]
[   177 249 259 169         ]
[   260 250 252 262         ]
[   253 251 261 263         ]
[   262 252 254 264         ]
[   255 253 263 265         ]
[   264 254 256 266         ]
[   257 255 265 267         ]
[   266 256 258 268         ]
[   259 257 267 269         ]
[   268 258 168 164         ]
[   169 259 269 165         ]
[   270 260 262 271         ]
[   263 261 270 271         ]
[   271 262 264 272         ]
[   265 263 271 272         ]
[   272 264 266 273         ]
[   267 265 272 273         ]
[   273 266 268 274         ]
[   269 267 273 274         ]
[   274 268 164 160         ]
[   165 269 274 160         ]
[   280 275 276 278         ]
[   277 275 280 279         ]
[   297 212 213 295         ]
[   214 212 297 296         ]
[   288 297 295 289         ]
[   296 297 288 290         ]
[   287 288 289 285         ]
[   290 288 287 286         ]
[   295 213 215 293         ]
[   216 214 296 294         ]
[   289 295 293 291         ]
[   294 296 290 292         ]
[   293 215 217 281         ]
[   218 216 294 282         ]
[   291 293 281 283         ]
[   282 294 292 284         ]
[   289 291 283 285         ]
[   284 292 290 286         ]
[   180 210 94              ]
[   211 181 95              ]
[   318 298 300 320         ]
[   301 299 319 321         ]
[   320 300 302 322         ]
[   303 301 321 323         ]
[   322 302 304 324         ]
[   305 303 323 325         ]
[   324 304 306 326         ]
[   307 305 325 327         ]
[   330 326 306 332         ]
[   307 327 331 333         ]
[   328 326 330             ]
[   327 329 331             ]
[   334 332 306             ]
[   333 335 307             ]
[   308 334 306             ]
[   335 309 307             ]
[   310 342 334 308         ]
[   335 343 311 309         ]
[   344 342 310 346         ]
[   311 343 345 347         ]
[   346 310 312 348         ]
[   313 311 347 349         ]
[   4   350 24  312 314     ]
[   313 25  351 5   315     ]
[   348 312 24              ]
[   313 349 25              ]
[   316 298 318             ]
[   299 317 319             ]
[   394 298 316 354 352     ]
[   355 317 299 395 353     ]
[   396 352 354 358 356     ]
[   359 355 353 397 357     ]
[   360 356 358 362         ]
[   359 357 361 363         ]
[   360 360 362 366 364     ]
[   367 363 361 361 365     ]
[   398 364 366 374 384     ]
[   375 367 365 399 385     ]
[   384 374 376 378 386     ]
[   379 377 375 385 387     ]
[   380 378 368 370         ]
[   369 379 381 371         ]
[   336 328 330 338         ]
[   331 329 337 339         ]
[   338 330 332 340         ]
[   333 331 339 341         ]
[   340 332 334 342         ]
[   335 333 341 343         ]
[   368 336 338             ]
[   337 369 339             ]
[   368 338 340 370         ]
[   341 339 369 371         ]
[   370 340 342 344 372     ]
[   345 343 341 371 373     ]
[   380 370 372 382         ]
[   373 371 381 383         ]
[   382 372 44              ]
[   373 383 45              ]
[   34  44  344 346 348     ]
[   347 345 45  35  349     ]
[   372 344 44              ]
[   345 373 45              ]
[   54  382 44              ]
[   383 55  45              ]
[   386 378 380 388         ]
[   381 379 387 389         ]
[   388 380 382 54          ]
[   383 381 389 55          ]
[   400 384 386 390         ]
[   387 385 401 391         ]
[   390 386 388 392         ]
[   389 387 391 393         ]
[   392 388 156             ]
[   389 393 157             ]
[   156 388 54              ]
[   389 157 55              ]
[   191 390 392             ]
[   391 192 393             ]
[   191 392 156 64          ]
[   157 393 192 65          ]
[   202 191 64  74          ]
[   65  192 203 75          ]
[   210 202 74  86          ]
[   75  203 211 87          ]
[   404 408 402             ]
[   409 405 403             ]
[   426 424 418 420         ]
[   419 425 427 421         ]
[   428 426 420 422         ]
[   421 427 429 423         ]
[   430 428 422 438         ]
[   423 429 431 439         ]
[   432 430 438             ]
[   431 433 439             ]
[   434 430 432 442 444     ]
[   443 433 431 435 445     ]
[   420 418 440 416         ]
[   441 419 421 417         ]
[   416 440 410 412         ]
[   411 441 417 413         ]
[   412 410 406 408         ]
[   407 411 413 409         ]
[   408 406 402             ]
[   407 409 403             ]
[   422 420 416 436         ]
[   417 421 423 437         ]
[   438 422 436             ]
[   423 439 437             ]
[   436 416 414             ]
[   417 437 415             ]
[   414 416 412 408         ]
[   413 417 415 409         ]
[   404 414 408             ]
[   415 405 409             ]
[   474 446 468             ]
[   447 475 469             ]
[   466 446 448 456         ]
[   449 447 467 457         ]
[   468 446 466             ]
[   447 469 467             ]
[   456 448 450 460         ]
[   451 449 457 461         ]
[   460 450 452 462         ]
[   453 451 461 463         ]
[   464 460 462             ]
[   461 465 463             ]
[   606 460 464             ]
[   461 607 465             ]
[   608 606 464             ]
[   607 609 465             ]
[   604 606 608             ]
[   607 605 609             ]
[   626 604 610             ]
[   605 627 611             ]
[   610 604 608             ]
[   605 611 609             ]
[   626 610 628             ]
[   611 627 629             ]
[   626 602 604             ]
[   603 627 605             ]
[   624 602 626             ]
[   603 625 627             ]
[   624 600 602             ]
[   601 625 603             ]
[   622 600 624             ]
[   601 623 625             ]
[   620 598 600 622         ]
[   601 599 621 623         ]
[   618 596 598 620         ]
[   599 597 619 621         ]
[   616 594 596 618         ]
[   597 595 617 619         ]
[   614 612 592 594 616     ]
[   595 593 613 615 617     ]
[   612 590 592             ]
[   591 613 593             ]
[   470 474 468             ]
[   475 471 469             ]
[   500 468 466 498         ]
[   467 469 501 499         ]
[   532 470 468 500         ]
[   469 471 533 501         ]
[   532 500 498 530         ]
[   499 501 533 531         ]
[   552 532 530 550         ]
[   531 533 553 551         ]
[   470 532 552 554         ]
[   553 533 471 555         ]
[   498 466 456 496         ]
[   457 467 499 497         ]
[   498 496 528 530         ]
[   529 497 499 531         ]
[   530 528 548 550         ]
[   549 529 531 551         ]
[   458 456 460             ]
[   457 459 461             ]
[   492 458 460             ]
[   459 493 461             ]
[   496 456 458 494         ]
[   459 457 497 495         ]
[   528 496 494 526         ]
[   495 497 529 527         ]
[   548 528 526 546         ]
[   527 529 549 547         ]
[   494 458 492             ]
[   459 495 493             ]
[   526 494 492             ]
[   495 527 493             ]
[   546 526 492 544         ]
[   493 527 547 545         ]
[   492 460 606 490         ]
[   607 461 493 491         ]
[   544 492 490 542         ]
[   491 493 545 543         ]
[   602 488 490 606 604     ]
[   607 491 489 603 605     ]
[   488 540 542 490         ]
[   543 541 489 491         ]
[   600 486 488 602         ]
[   489 487 601 603         ]
[   538 540 488 486         ]
[   489 541 539 487         ]
[   536 538 486 484         ]
[   487 539 537 485         ]
[   598 484 486 600         ]
[   487 485 599 601         ]
[   596 482 484 598         ]
[   485 483 597 599         ]
[   482 534 536 484         ]
[   537 535 483 485         ]
[   594 480 482 596         ]
[   483 481 595 597         ]
[   480 560 534 482         ]
[   535 561 481 483         ]
[   478 558 560 480         ]
[   561 559 479 481         ]
[   478 480 594 592         ]
[   595 481 479 593         ]
[   472 478 592 590         ]
[   593 479 473 591         ]
[   472 556 558 478         ]
[   559 557 473 479         ]
[   590 476 472             ]
[   477 591 473             ]
[   470 472 556 554         ]
[   557 473 471 555         ]
[   472 476 470             ]
[   477 473 471             ]
[   470 474 590 476         ]
[   591 475 471 477         ]
[   642 626 628             ]
[   627 643 629             ]
[   640 626 642             ]
[   627 641 643             ]
[   640 624 626             ]
[   625 641 627             ]
[   638 624 640             ]
[   625 639 641             ]
[   636 622 624 638         ]
[   625 623 637 639         ]
[   650 640 642 652         ]
[   643 641 651 653         ]
[   648 638 640 650         ]
[   641 639 649 651         ]
[   646 636 638 648         ]
[   639 637 647 649         ]
[   634 620 622 636         ]
[   623 621 635 637         ]
[   729 618 620 634 745     ]
[   635 621 619 730 746     ]
[   632 616 618 729 731     ]
[   730 619 617 633 732     ]
[   755 402 630 632         ]
[   631 403 756 633         ]
[   733 402 749             ]
[   403 734 750             ]
[   630 614 616 632         ]
[   617 615 631 633         ]
[   755 632 731             ]
[   633 756 732             ]
[   654 402 733 735         ]
[   734 403 655 736         ]
[   654 735 737 656         ]
[   738 736 655 657         ]
[   743 745 634 644 741     ]
[   645 635 746 744 742     ]
[   644 634 636 646         ]
[   637 635 645 647         ]
[   739 741 644 658 656 737 ]
[   657 659 645 742 740 738 ]
[   658 644 646 660         ]
[   647 645 659 661         ]
[   660 646 648 662         ]
[   649 647 661 663         ]
[   662 648 650 664         ]
[   651 649 663 665         ]
[   664 650 652 666         ]
[   653 651 665 667         ]
[   404 654 656             ]
[   655 405 657             ]
[   404 656 658             ]
[   657 405 659             ]
[   658 660 668 404         ]
[   669 661 659 405         ]
[   668 660 662 670         ]
[   663 661 669 671         ]
[   670 662 664 672         ]
[   665 663 671 673         ]
[   672 664 674             ]
[   665 673 675             ]
[   674 664 666 676         ]
[   667 665 675 677         ]
[   414 404 668             ]
[   405 415 669             ]
[   414 668 670 678         ]
[   671 669 415 679         ]
[   678 670 672 680         ]
[   673 671 679 681         ]
[   672 674 683 680         ]
[   684 675 673 681         ]
[   683 674 676 685         ]
[   677 675 684 686         ]
[   436 414 678             ]
[   415 437 679             ]
[   436 678 687             ]
[   679 437 688             ]
[   687 678 680 689         ]
[   681 679 688 690         ]
[   689 680 683 691         ]
[   684 681 690 692         ]
[   691 683 685 693         ]
[   686 684 692 694         ]
[   438 436 687 695         ]
[   688 437 439 696         ]
[   695 687 689 697         ]
[   690 688 696 698         ]
[   697 689 691 699         ]
[   692 690 698 700         ]
[   699 691 693 701         ]
[   694 692 700 702         ]
[   432 438 695 703         ]
[   696 439 433 704         ]
[   703 695 697 705         ]
[   698 696 704 706         ]
[   705 697 699 707         ]
[   700 698 706 708         ]
[   707 699 701 709         ]
[   702 700 708 710         ]
[   442 432 703 711         ]
[   704 433 443 712         ]
[   711 703 705 713         ]
[   706 704 712 714         ]
[   713 705 707 715         ]
[   708 706 714 716         ]
[   715 707 709 717         ]
[   710 708 716 718         ]
[   444 442 711 719         ]
[   712 443 445 720         ]
[   719 711 713 721         ]
[   714 712 720 722         ]
[   725 721 723             ]
[   722 726 724             ]
[   723 721 713 715         ]
[   714 722 724 716         ]
[   723 715 717 727 725     ]
[   728 718 716 724 726     ]
[   562 564 536 534         ]
[   537 565 563 535         ]
